1967,0.90,-0.43,1.22,1.55,1050
1975,0.61,-0.63,1.29,1.56,1050
1983,0.94,-0.50,1.17,1.63,1050
1993,0.72,-0.24,0.98,1.69,1050
2002,0.91,-0.55,1.14,1.74,1050
2011,0.87,-0.37,1.14,1.89,1050
2019,0.85,-0.15,1.05,1.65,1050
2028,0.96,-0.35,1.19,1.66,1050
2036,0.80,-0.48,1.38,1.66,1050
2044,0.86,-0.48,1.12,1.50,1050
2053,0.91,-0.36,1.22,1.61,1050
2061,1.00,-0.40,1.01,1.82,1050
2070,0.89,-0.19,1.20,1.67,1050
2078,0.68,-0.38,1.24,1.58,1050
2086,0.87,-0.25,1.23,1.76,1050
2095,0.86,-0.47,1.02,1.43,1050
2104,0.81,-0.61,1.06,1.76,1050
2112,0.57,-0.57,0.96,1.46,1050
2121,0.90,-0.42,1.12,1.69,1050
2129,0.69,-0.64,1.09,1.87,1050
2137,0.87,-0.33,1.03,1.85,1050
2146,0.92,-0.24,1.05,1.35,1050
2154,0.78,-0.42,1.07,1.51,1050
2163,0.91,-0.37,1.09,1.56,1050
2171,0.79,-0.58,1.08,1.45,1050
2180,0.90,-0.51,1.20,1.65,1050
2189,0.71,-0.42,1.30,1.79,1050
2198,0.99,-0.54,1.01,1.58,1050
2206,0.89,-0.28,0.98,1.71,1050
2215,0.73,-0.12,1.00,1.49,1050
2223,1.14,-0.53,1.11,1.41,1050
2232,1.12,-0.51,1.07,1.53,1050
2240,1.01,-0.51,1.16,1.59,1050
2248,0.90,-0.56,1.50,1.88,1050
2257,0.78,-0.50,1.15,1.55,1050
2265,0.87,-0.32,1.33,1.56,1050
2274,0.93,-0.43,1.23,1.44,1050
2282,0.88,-0.50,1.02,1.57,1050
2291,0.75,-0.59,0.89,1.52,1050
2299,1.04,-0.50,1.02,1.56,1050
2308,0.79,-0.55,1.33,1.61,1050
2317,0.84,-0.46,1.02,1.86,1050
2325,1.02,-0.01,1.21,1.59,1050
2333,0.84,-0.11,1.42,1.44,1050
2343,0.78,-0.28,0.90,1.34,1050
2351,1.03,-0.40,1.05,1.36,1050
2360,0.67,-0.32,1.15,1.55,1050
2370,0.76,-0.36,1.07,1.57,1050
2379,0.87,-0.47,1.12,1.77,1050
2388,0.84,-0.59,1.37,1.82,1050
2396,0.89,-0.42,1.05,1.81,1050
2405,0.84,-0.43,1.25,1.59,1050
2414,0.93,-0.43,1.14,1.63,1050
2423,0.90,-0.43,1.14,1.39,1050
2433,0.79,-0.47,1.31,1.47,1050
2442,0.92,-0.29,1.31,1.42,1050
2451,0.79,-0.49,1.22,1.52,1050
2459,0.87,-0.46,1.14,1.49,1050
2468,1.00,-0.43,1.10,1.85,1050
2477,0.90,-0.57,1.18,1.63,1050
2486,0.64,-0.81,1.24,1.38,1050
2495,0.74,-0.43,1.18,1.54,1050
2505,0.88,-0.40,0.98,1.38,1050
2513,0.75,-0.35,1.03,1.64,1050
2522,0.75,-0.22,1.21,1.66,1050
2530,0.75,-0.49,1.10,1.70,1050
2540,0.87,-0.18,1.15,1.66,1050
2549,0.94,-0.44,1.07,1.59,1050
2557,1.07,-0.76,0.98,1.82,1050
2567,0.94,-0.64,1.10,1.70,1050
2575,0.15,-0.58,1.12,1.45,1050
2584,0.96,-0.43,1.18,1.65,1050
2592,0.73,-0.31,1.07,1.68,1050
2602,0.64,-0.24,1.18,1.68,1050
2611,0.70,-0.21,1.35,1.32,1050
2619,0.85,-0.08,1.18,1.60,1050
2628,1.01,-0.50,1.27,1.64,1050
2637,0.69,-0.40,0.89,1.67,1050
2646,0.91,-0.63,1.22,1.58,1050
2654,1.10,-0.56,1.15,1.83,1050
2663,1.10,-0.69,1.25,1.58,1050
2672,0.92,-0.60,1.12,1.54,1050
2680,0.79,-0.42,1.44,1.66,1050
2689,0.83,-0.65,1.26,1.73,1050
2698,1.05,-0.33,1.05,1.71,1050
2706,0.93,-0.62,1.11,1.68,1050
2715,0.84,-0.39,1.20,1.56,1050
2724,0.99,-0.30,1.16,1.82,1050
2733,0.92,-0.53,1.18,1.69,1050
2741,0.85,-0.45,1.08,1.84,1050
2750,0.79,-0.31,1.00,1.76,1050
2758,0.79,-0.40,1.21,1.40,1050
2767,0.01,-0.36,1.37,1.63,1050
2775,0.92,-0.63,1.18,1.50,1050
2785,1.24,-0.77,0.92,1.56,1050
2793,0.75,-0.53,1.16,1.46,1050
2802,0.73,-0.75,1.04,1.71,1050
2810,0.74,-0.31,1.08,1.62,1050
2819,0.79,-0.28,1.11,1.63,1050
2828,0.97,-0.40,1.05,1.69,1050
2836,0.72,-0.19,1.30,1.85,1050
2845,0.97,-0.61,1.22,1.68,1050
2854,1.61,-0.38,1.05,1.76,1050
2862,0.98,-0.57,1.21,1.13,1050
2871,0.87,-0.57,1.24,1.41,1050
2880,0.92,-0.35,1.05,1.57,1050
2889,0.85,-0.14,0.96,1.54,1050
2897,1.06,-0.53,1.15,1.71,1050
2906,1.02,-0.25,1.33,1.77,1050
2915,0.97,-0.50,1.10,1.60,1050
2923,1.00,-0.68,1.16,1.61,1050
2932,0.98,-0.69,1.16,1.63,1050
2940,0.92,-0.31,1.01,1.60,1050
2949,0.80,-0.25,0.98,1.69,1050
2958,0.59,-0.36,1.13,1.45,1050
2966,0.85,-0.08,1.02,1.60,1050
2975,0.75,-0.40,1.06,1.67,1050
2984,0.76,-0.29,1.17,1.56,1050
2992,0.95,-0.30,1.21,1.56,1050
3001,1.00,-0.58,1.11,1.41,1050
3010,0.88,-0.63,1.17,1.74,1050
3018,0.92,-0.63,1.28,1.38,1050
3026,0.74,-0.47,1.18,1.42,1050
3036,0.85,-0.24,0.95,1.54,1050
3044,0.92,-0.28,1.27,1.66,1050
3053,0.78,-0.32,1.14,1.37,1050
3061,1.01,-0.32,1.14,1.55,1050
3070,0.90,-0.34,1.15,1.86,1050
3079,1.01,-0.57,0.85,1.65,1070
3087,0.87,-0.60,1.21,1.59,1070
3096,0.89,-0.34,1.17,1.69,1070
3105,0.69,-0.37,1.12,1.37,1070
3113,0.99,-0.31,1.23,1.63,1070
3122,0.84,-0.32,1.08,1.31,1070
3131,1.04,-0.35,1.01,1.47,1070
3139,0.44,-0.53,1.37,1.85,1070
3148,0.86,-0.77,0.66,1.53,1070
3157,1.22,-0.51,1.21,1.50,1070
3166,1.71,-0.71,1.10,1.89,1070
3175,0.09,-0.60,0.87,1.42,1070
3183,1.00,0.04,1.46,1.63,1070
3193,0.76,-0.12,0.88,1.31,1070
3202,1.01,-0.53,1.78,1.24,1070
3211,1.00,-0.57,0.27,1.98,1070
3220,0.65,-0.37,1.88,1.59,1070
3231,0.97,-0.06,1.27,1.85,1070
3240,0.64,-0.98,1.08,1.31,1070
3249,1.75,-0.41,1.37,1.19,1070
3258,0.85,-0.75,0.88,1.10,1070
3266,1.02,0.27,2.00,2.56,1090
3275,0.09,-0.06,0.22,1.50,1090
3284,0.69,-0.78,0.02,1.34,1090
3292,1.51,0.10,-0.21,1.98,1090
3300,1.71,-1.53,2.53,1.05,1090
3309,0.37,-0.18,-0.56,2.18,1090
3318,-0.38,-1.39,2.30,0.90,1090
3326,1.86,0.03,0.56,2.11,1090
3336,1.74,-0.78,1.64,0.93,1090
3346,2.46,-2.18,1.76,0.94,1090
3355,0.46,1.25,0.37,3.36,1090
3364,-0.14,0.29,2.24,1.02,1090
3373,1.64,-2.20,0.60,0.91,1090
3382,0.39,0.91,1.09,2.19,1090
3390,0.32,-0.38,0.98,1.98,1090
3399,0.19,0.74,0.85,2.64,1090
3408,1.51,-3.36,1.05,-1.04,1090
3417,-0.68,0.29,0.34,3.78,1090
3425,2.06,-0.00,2.40,0.69,1090
3434,1.66,0.79,0.95,3.08,1110
3443,0.35,-2.20,1.05,-0.34,1110
3452,1.32,-1.87,1.03,1.79,1110
3460,0.68,2.49,1.36,2.63,1110
3469,0.45,-1.15,1.79,-0.05,1110
3478,1.13,1.33,0.46,3.00,1110
3486,0.84,-2.83,1.79,-0.76,1110
3495,-0.43,1.81,0.15,4.42,1110
3503,-1.69,-0.99,1.89,-0.44,1110
3512,2.33,0.44,0.23,1.97,1110
3520,1.09,0.19,1.46,0.61,1110
3529,2.34,0.50,1.05,2.70,1110
3538,0.06,-3.42,0.74,-0.09,1110
3547,2.40,-0.92,2.56,1.98,1110
3555,0.65,1.89,0.24,3.14,1110
3564,2.15,-0.55,2.94,1.14,1110
3573,2.03,-2.84,0.71,0.81,1110
3581,0.37,-3.99,2.61,-0.40,1110
3589,1.05,0.03,-0.29,3.42,1130
3598,-1.01,-1.58,1.81,0.06,1130
3607,-0.23,2.64,0.16,4.67,1130
3615,1.87,-5.83,1.21,-1.70,1130
3623,1.16,-0.55,0.71,3.35,1130
3632,-0.58,0.76,0.95,1.48,1130
3641,2.29,1.04,3.32,3.47,1130
3649,-1.13,1.07,0.59,1.05,1130
3658,-1.16,-3.00,1.57,1.48,1130
3667,-1.59,1.27,-0.26,2.79,1130
3676,0.69,-2.12,2.02,-1.32,1130
3684,2.16,1.51,0.47,2.56,1130
3693,-1.15,-1.68,0.58,1.22,1130
3702,-0.74,0.50,1.70,3.97,1130
3710,0.71,4.23,1.50,2.31,1130
3719,2.26,-2.62,2.77,0.76,1130
3728,0.40,2.09,1.02,1.79,1150
3737,0.85,0.25,1.37,0.06,1150
3745,2.55,-0.98,0.44,1.50,1150
3754,-0.87,-1.35,0.27,1.08,1150
3763,0.65,-0.71,1.18,2.41,1150
3772,1.88,-2.31,0.57,2.01,1150
3780,-0.21,2.71,1.14,2.76,1150
3788,1.91,0.31,1.05,3.02,1150
3797,1.79,-0.06,0.53,0.43,1150
3806,-1.77,5.26,0.51,4.28,1150
3814,4.68,1.09,2.37,-0.95,1150
3823,3.76,-1.27,1.76,-0.11,1150
3832,0.29,2.97,0.79,2.49,1150
3840,-0.23,0.61,1.36,2.25,1150
3849,3.49,-5.05,-0.21,0.51,1150
3858,0.64,3.24,1.66,3.69,1150
3866,-3.01,9.36,2.87,5.52,1150
3875,0.23,-5.49,1.70,-2.56,1150
3884,2.16,-6.37,0.65,-1.37,1170
3893,-0.59,0.94,-0.15,4.05,1170
3901,0.21,6.97,1.63,6.12,1170
3910,4.11,-1.47,1.02,-2.64,1170
3919,1.64,-4.20,0.60,-1.44,1170
3927,-4.03,1.64,1.24,4.95,1170
3936,2.26,6.75,1.70,6.82,1170
3945,2.68,-2.64,0.11,-1.66,1170
3953,0.80,-5.58,0.63,-2.45,1170
3962,-1.74,2.93,1.11,3.01,1170
3970,4.72,5.56,3.14,4.43,1170
3979,2.34,-2.87,-0.51,0.68,1170
3988,1.12,-6.53,-0.55,-0.35,1170
3996,-2.52,3.14,2.44,1.26,1170
4005,-0.73,5.38,1.10,4.34,1170
4014,4.63,4.99,2.19,3.47,1170
4023,1.73,-2.87,0.33,1.61,1170
4031,0.94,-3.35,-0.38,0.79,1170
4040,-1.92,1.55,2.31,3.55,1170
4049,-1.51,5.30,1.60,1.99,1170
4057,2.47,-0.24,2.33,-0.47,1170
4066,3.38,-2.74,-0.87,0.88,1170
4075,1.58,-3.52,-0.08,2.33,1170
4084,-1.78,0.40,2.52,2.89,1170
4092,0.33,-3.45,2.17,0.81,1190
4101,4.07,1.56,1.63,1.84,1190
4110,6.67,0.56,-0.60,3.69,1190
4118,-0.95,-2.32,0.21,2.08,1190
4126,-4.13,4.81,1.78,2.41,1190
4135,2.76,1.46,3.09,0.61,1190
4144,4.20,-4.24,-0.52,0.50,1190
4153,0.35,-0.67,-0.27,2.16,1190
4162,0.20,-2.16,0.39,3.24,1190
4171,0.74,-0.62,0.91,1.56,1190
4180,-0.35,-0.68,1.04,1.32,1190
4188,3.79,-6.05,0.53,0.55,1190
4197,0.70,-2.63,-0.31,-1.66,1190
4206,-4.89,4.90,2.24,3.16,1190
4215,2.58,4.51,3.68,3.43,1190
4225,5.20,-7.33,-0.21,-2.21,1190
4234,-2.50,-5.91,-0.51,-1.92,1190
4243,-6.08,-0.06,3.16,5.13,1190
4251,5.11,2.81,2.93,2.73,1190
4260,5.60,-4.47,-3.83,-0.76,1190
4269,-1.91,-0.62,1.76,2.82,1210
4277,-0.56,-1.81,2.03,4.33,1210
4286,4.48,-2.38,1.47,-2.78,1210
4296,0.74,-1.79,-1.50,0.69,1210
4304,-0.65,1.41,-0.40,3.56,1210
4313,0.09,4.42,2.66,6.41,1210
4322,2.81,-0.58,1.30,0.56,1210
4330,3.03,-2.39,0.05,1.18,1210
4339,-0.56,1.49,0.11,1.78,1210
4347,0.34,4.53,3.29,5.17,1210
4357,-1.47,3.21,1.50,-0.44,1210
4366,2.63,-2.75,0.31,-0.83,1210
4374,-5.18,-2.45,-0.37,0.98,1210
4383,-2.41,-7.96,1.99,3.60,1210
4392,4.13,-1.54,1.16,1.50,1210
4400,3.19,4.97,0.59,0.66,1210
4409,-3.20,-3.07,-0.63,0.13,1210
4418,-2.76,-2.42,3.31,3.50,1210
4427,7.69,7.09,1.79,4.55,1230
4436,6.46,5.48,0.10,3.82,1230
4445,2.10,-6.39,0.25,-2.64,1230
4454,-0.42,-9.79,3.44,-4.38,1230
4463,1.33,-11.98,1.84,1.93,1230
4471,3.75,7.43,-0.18,7.62,1230
4480,0.76,5.34,0.06,6.45,1230
4489,2.17,1.76,1.63,-4.39,1230
4497,4.26,-8.13,-0.79,-3.24,1230
4506,-4.17,-8.78,1.89,1.63,1230
4515,-5.59,2.68,1.64,6.88,1230
4524,4.78,12.06,2.81,6.58,1230
4532,5.16,3.19,0.05,0.41,1230
4541,-3.05,-13.43,-1.08,-8.51,1230
4550,-1.61,-12.46,2.86,-2.89,1230
4558,-3.39,-8.23,0.95,5.53,1230
4567,1.65,7.49,0.19,9.03,1230
4576,5.34,8.12,0.90,4.98,1230
4584,1.22,0.94,-0.54,-5.53,1230
4593,3.28,-11.40,-0.99,-1.98,1230
4601,0.25,-11.80,2.44,-2.71,1230
4610,-1.88,-9.24,2.79,0.72,1230
4619,-0.91,7.45,4.87,7.22,1230
4627,-1.91,6.48,-0.48,6.07,1230
4636,2.89,1.55,-0.44,0.61,1230
4645,6.76,-0.07,3.71,-0.73,1230
4653,3.58,-5.13,0.77,-1.69,1230
4662,-0.59,-13.38,3.55,-3.54,1230
4671,-0.87,-5.49,3.83,1.48,1250
4679,2.08,-0.51,4.91,0.92,1250
4688,3.01,0.86,0.14,3.67,1250
4697,2.06,4.78,2.11,0.15,1250
4706,8.47,6.43,0.58,2.95,1250
4715,4.14,3.34,-2.34,5.18,1250
4725,0.34,-0.19,-1.37,-0.44,1250
4735,8.61,3.50,2.78,-2.40,1250
4744,3.30,3.62,-0.84,4.31,1250
4752,-0.38,-3.96,2.05,-0.71,1250
4762,1.46,4.19,2.39,-3.35,1250
4771,1.16,-2.73,2.83,1.85,1250
4779,0.48,-13.33,3.00,-2.59,1250
4789,-2.15,-7.56,1.69,-2.28,1250
4797,-3.04,-3.49,1.10,0.43,1250
4807,-0.23,-9.30,1.38,1.56,1270
4816,-1.53,-6.76,3.11,-3.24,1270
4825,0.73,-4.95,2.64,2.19,1270
4833,-0.58,-9.41,0.00,1.57,1270
4842,-3.25,10.89,2.34,4.17,1270
4851,4.43,10.67,2.12,5.53,1270
4859,-3.52,-9.34,-1.33,0.17,1270
4868,-1.42,1.40,0.65,1.65,1270
4876,6.77,2.99,0.27,-1.87,1270
4885,-4.63,7.44,-2.49,5.63,1270
4894,0.73,-7.49,0.49,1.20,1270
4902,10.03,4.34,1.05,-1.73,1270
4911,7.24,-3.29,1.08,7.00,1270
4919,8.07,1.28,3.59,2.31,1290
4928,2.02,-2.73,-0.58,-0.33,1290
4936,0.57,0.56,2.76,6.23,1290
4945,2.54,-8.87,3.86,-0.63,1290
4954,-2.96,-0.99,-0.49,-0.17,1290
4963,-3.62,2.21,1.89,11.52,1290
4971,3.44,-1.17,2.65,1.10,1290
4980,-0.01,3.10,-1.43,1.30,1290
4989,-2.37,8.42,0.33,13.15,1290
4997,5.75,0.04,1.60,-0.74,1290
5005,6.29,5.84,-0.09,2.15,1290
5014,-1.17,7.71,-0.96,11.79,1290
5023,-3.36,-6.44,1.23,-3.18,1290
5032,11.64,-8.89,3.15,-5.18,1310
5041,-0.56,0.50,-2.53,9.28,1310
5050,-0.56,2.19,4.51,3.62,1310
5059,4.19,-9.43,2.92,-5.46,1310
5067,7.39,-7.32,1.59,6.08,1310
5076,-4.63,10.76,3.21,6.83,1310
5084,2.86,10.28,-2.00,-0.85,1310
5093,14.04,-3.02,2.68,6.05,1310
5101,-4.07,0.32,-2.51,-5.39,1310
5111,-15.19,-9.73,-0.23,1.90,1310
5119,4.93,-1.65,2.92,-0.23,1310
5128,20.18,13.41,3.79,3.85,1310
5137,-1.08,-9.99,1.73,0.80,1310
5145,-11.29,0.89,1.46,1.66,1310
5154,7.59,-4.38,3.60,-3.24,1310
5163,12.44,-6.17,-2.12,4.17,1310
5172,1.70,3.98,0.47,0.40,1330
5181,-9.93,-3.66,0.31,5.24,1330
5189,11.01,-2.45,5.37,-0.16,1330
5198,9.55,0.66,0.41,-0.81,1330
5207,-8.19,8.36,-1.51,8.54,1330
5216,2.52,7.20,5.29,1.47,1330
5225,1.76,2.71,0.05,0.38,1330
5233,6.65,-8.88,-0.43,3.47,1330
5242,2.09,2.68,1.90,1.82,1330
5251,-9.37,-14.08,-1.04,2.05,1330
5260,-7.67,-2.33,2.88,3.05,1330
5269,2.87,4.98,-0.56,-2.37,1330
5277,6.48,-8.37,0.04,2.65,1330
5286,-0.53,-1.38,2.07,-0.47,1330
5295,-4.67,-7.31,-0.05,5.76,1350
5304,2.05,5.21,2.26,2.47,1350
5313,-3.64,10.90,0.58,0.61,1350
5321,-0.43,-1.77,1.94,3.06,1350
5331,-0.28,8.27,1.50,3.47,1350
5339,0.70,-1.94,-1.82,9.74,1350
5348,6.18,6.22,3.10,0.44,1350
5357,-9.25,3.24,-0.16,-1.90,1350
5365,-4.19,-12.59,-1.75,-0.15,1350
5374,-1.28,-5.12,2.47,-2.47,1350
5383,-3.66,-1.77,-4.35,6.55,1350
5392,6.49,8.56,4.31,4.26,1350
5401,-3.75,-8.48,-0.54,-7.39,1350
5409,0.35,1.36,2.89,2.02,1350
5418,-5.78,-7.59,1.09,-5.11,1370
5427,-1.27,2.35,0.20,4.63,1370
5436,9.25,8.33,5.23,1.38,1370
5444,2.68,-11.36,-3.54,1.05,1370
5453,10.91,-7.00,3.39,-0.86,1370
5461,0.57,2.21,2.52,-1.44,1370
5470,-1.06,-5.42,1.38,0.15,1370
5478,-0.24,-5.22,5.15,-2.23,1370
5487,2.01,-2.71,-5.48,2.46,1370
5496,7.59,12.36,1.84,3.79,1370
5504,-1.13,-4.92,2.08,-0.47,1370
5512,-5.21,-4.50,1.92,2.36,1370
5521,0.78,1.84,3.33,1.27,1370
5529,-3.20,-4.37,-0.40,-0.92,1370
5537,9.12,-6.77,5.57,-0.31,1370
5546,-2.10,2.84,-2.27,4.70,1390
5555,3.48,17.42,-1.90,6.76,1390
5563,3.36,-2.08,0.47,-0.29,1390
5572,-1.83,8.13,0.70,7.42,1390
5581,-0.86,-8.27,3.15,-2.65,1390
5589,-0.89,-9.28,-3.77,-3.54,1390
5598,8.39,-6.20,6.56,0.18,1390
5606,4.56,-1.75,-0.98,3.51,1390
5615,8.40,29.47,1.49,8.85,1390
5623,-0.13,-4.27,2.69,1.59,1390
5631,-6.20,1.35,0.62,4.13,1390
5640,-6.38,-3.33,1.80,-0.76,1390
5649,2.03,8.22,-2.92,12.32,1390
5657,11.31,4.61,7.92,0.32,1390
5665,-7.18,-8.89,-3.07,-6.66,1390
5675,0.33,-1.48,-1.44,1.85,1390
5683,1.06,-3.39,-1.37,-1.50,1410
5692,1.61,14.72,-4.23,0.69,1410
5700,2.14,-13.69,1.11,-0.79,1410
5709,-1.02,-16.18,6.94,0.64,1410
5717,-2.99,2.12,5.51,7.45,1410
5726,-11.80,16.33,-4.78,6.51,1410
5735,1.92,2.21,2.11,-0.15,1410
5743,-8.97,4.08,-6.45,5.60,1410
5751,16.09,-6.11,5.19,-2.30,1410
5760,3.82,3.49,0.89,2.19,1410
5769,7.05,-3.84,3.36,0.55,1410
5778,-4.89,10.90,0.28,5.79,1410
5786,0.75,5.23,2.37,2.57,1410
5795,-8.46,-20.74,3.65,-4.41,1410
5804,1.62,15.45,-0.11,2.48,1430
5813,-4.79,-23.56,3.60,-9.29,1430
5821,-2.52,20.73,-4.89,1.32,1430
5830,5.43,-12.99,7.55,-3.86,1430
5838,4.60,1.93,-2.42,0.40,1430
5847,-3.58,-13.74,3.60,7.60,1430
5855,0.50,4.78,-2.86,2.05,1430
5864,14.53,3.68,2.26,10.43,1430
5873,3.73,14.40,-0.73,1.80,1430
5881,14.09,11.16,3.66,12.02,1430
5889,-9.21,10.34,-0.60,4.81,1430
5898,8.00,15.03,1.86,9.51,1430
5906,-5.27,-1.33,-1.66,5.92,1430
5915,15.71,6.33,2.57,3.67,1430
5924,-5.76,-9.19,-3.19,5.63,1430
5933,4.28,21.05,2.59,9.44,1430
5942,1.99,18.90,-1.87,7.82,1430
5951,15.94,26.59,3.25,10.95,1430
5960,3.26,13.42,0.82,9.05,1450
5968,18.15,23.26,4.40,5.92,1450
5977,-3.93,2.11,-0.02,4.32,1450
5987,15.03,-5.17,3.31,4.01,1450
5995,-1.83,-0.98,1.08,-2.98,1450
6004,13.61,-12.66,2.64,-2.40,1450
6013,8.48,3.45,0.29,-0.10,1450
6022,-0.21,-33.81,3.90,-8.87,1450
6030,-1.32,-18.27,-0.60,-1.60,1450
6039,2.01,-25.27,1.82,-6.73,1450
6048,5.17,-21.36,0.25,1.42,1450
6057,-7.45,-16.42,4.69,-4.24,1470
6066,-18.11,31.05,-10.70,5.25,1470
6074,-4.46,-9.79,7.33,5.12,1470
6083,-18.33,24.70,-9.08,0.12,1470
6092,13.18,-2.99,5.49,8.71,1470
