1005,0.82,-0.61,1.07,1.42,1050
1014,0.85,-0.28,1.29,1.47,1050
1023,0.82,-0.11,1.28,1.53,1050
1033,0.75,-0.36,1.02,1.71,1050
1041,0.82,-0.35,1.27,1.73,1050
1050,0.86,-0.25,1.11,2.08,1050
1060,0.87,-0.57,1.24,1.83,1050
1069,0.81,-0.77,1.24,1.44,1050
1078,0.57,-0.68,1.10,1.53,1050
1087,0.81,-0.35,1.16,1.53,1050
1098,0.68,-0.40,0.97,1.56,1050
1107,1.03,-0.21,1.23,1.60,1050
1116,0.84,-0.36,1.23,1.79,1050
1124,0.68,-0.39,1.03,1.75,1050
1133,0.89,-0.35,1.27,1.36,1050
1143,0.92,-0.53,1.32,1.73,1050
1152,1.06,-0.53,1.29,1.26,1050
1161,0.99,-0.15,1.31,1.47,1050
1171,0.82,-0.39,1.09,1.47,1050
1180,0.96,-0.33,0.98,1.59,1050
1187,0.96,-0.55,1.08,1.76,1050
1195,0.82,-0.48,1.31,1.84,1050
1202,0.77,-0.08,1.24,1.82,1050
1210,0.76,-0.51,1.05,1.43,1050
1217,0.70,-0.42,1.12,1.47,1050
1225,0.88,-0.36,1.19,1.59,1050
1231,0.83,-0.26,1.03,1.57,1050
1239,0.93,-0.37,1.05,1.49,1050
1246,0.74,-0.35,1.20,1.71,1050
1253,0.64,-0.53,0.91,1.60,1050
1260,0.66,-0.46,1.39,1.63,1050
1268,0.93,-0.51,1.27,1.63,1050
1275,0.78,-0.56,1.05,1.66,1050
1281,0.75,-0.28,1.18,1.52,1050
1289,0.98,-0.41,1.15,1.51,1050
1296,0.64,-0.32,1.11,1.52,1050
1303,0.71,-0.46,1.10,1.54,1050
1310,1.05,-0.32,1.05,1.55,1050
1317,0.72,-0.43,1.25,1.57,1050
1324,0.66,-0.46,1.11,1.66,1050
1331,0.72,-0.55,1.35,1.79,1050
1338,0.61,-0.50,0.98,1.79,1050
1345,1.01,-0.53,1.15,1.65,1050
1353,0.73,-0.26,1.24,1.64,1050
1360,0.81,-0.29,0.94,1.61,1050
1367,0.96,-0.45,0.98,1.46,1050
1374,0.73,-0.28,1.24,1.60,1050
1382,0.86,-0.31,1.35,1.56,1050
1389,0.90,-0.31,1.29,1.48,1050
1396,0.74,-0.61,1.30,1.48,1050
1403,0.81,-0.11,1.17,1.79,1050
1410,0.82,-0.25,0.96,1.66,1050
1417,1.00,-0.47,1.10,1.66,1050
1424,0.85,-0.48,1.21,1.58,1050
1431,0.88,-0.57,1.26,1.41,1050
1438,1.03,-0.47,1.05,1.50,1050
1446,0.75,-0.45,1.18,1.44,1050
1453,1.03,-0.51,1.19,1.65,1050
1460,0.67,-0.35,1.22,1.42,1050
